cell,celliso,iso,lon,lat,lpj
GLO.32140,ARG.32140,ARG,-72.75,-49.75,13319
GLO.32141,ARG.32141,ARG,-72.75,-49.25,13320
GLO.32142,CHL.32142,CHL,-72.75,-48.75,13321
GLO.32143,CHL.32143,CHL,-72.75,-48.25,13322
GLO.32144,CHL.32144,CHL,-72.75,-47.75,13323
GLO.32145,CHL.32145,CHL,-72.75,-47.25,13324
GLO.32146,CHL.32146,CHL,-72.75,-46.75,13325
GLO.32147,CHL.32147,CHL,-72.75,-46.25,13326
GLO.32148,CHL.32148,CHL,-72.75,-45.75,13327
GLO.32149,CHL.32149,CHL,-72.75,-45.25,13328
GLO.32150,CHL.32150,CHL,-72.75,-44.75,13329
GLO.32151,CHL.32151,CHL,-72.75,-44.25,13330
GLO.32152,CHL.32152,CHL,-72.75,-43.75,13331
GLO.32153,CHL.32153,CHL,-72.75,-43.25,13332
GLO.32154,CHL.32154,CHL,-72.75,-42.75,13333
GLO.32155,CHL.32155,CHL,-72.75,-41.75,13335
GLO.32156,CHL.32156,CHL,-72.75,-41.25,13336
GLO.32157,CHL.32157,CHL,-72.75,-40.75,13337
GLO.32158,CHL.32158,CHL,-72.75,-40.25,13338
GLO.32159,CHL.32159,CHL,-72.75,-39.75,13339
GLO.32160,CHL.32160,CHL,-72.75,-39.25,13340
GLO.32161,CHL.32161,CHL,-72.75,-38.75,13341
GLO.32162,CHL.32162,CHL,-72.75,-38.25,13342
GLO.32163,CHL.32163,CHL,-72.75,-37.75,13343
GLO.32164,CHL.32164,CHL,-72.75,-37.25,13344
GLO.32165,CHL.32165,CHL,-72.75,-36.75,13345
GLO.32166,CHL.32166,CHL,-72.75,-36.25,13346
GLO.32167,PER.32167,PER,-72.75,-16.25,13349
GLO.32168,PER.32168,PER,-72.75,-15.75,13350
GLO.32169,PER.32169,PER,-72.75,-15.25,13351
GLO.32170,PER.32170,PER,-72.75,-14.75,13352
GLO.32171,PER.32171,PER,-72.75,-14.25,13353
GLO.32172,PER.32172,PER,-72.75,-13.75,13354
GLO.32173,PER.32173,PER,-72.75,-13.25,13355
GLO.32174,PER.32174,PER,-72.75,-12.75,13356
GLO.32175,PER.32175,PER,-72.75,-12.25,13357
GLO.32176,PER.32176,PER,-72.75,-11.75,13358
GLO.32177,PER.32177,PER,-72.75,-11.25,13359
GLO.32178,PER.32178,PER,-72.75,-10.75,13360
GLO.32179,PER.32179,PER,-72.75,-10.25,13361
GLO.32180,PER.32180,PER,-72.75,-9.75,13362
GLO.32181,BRA.32181,BRA,-72.75,-9.25,13363
GLO.32182,BRA.32182,BRA,-72.75,-8.75,13364
GLO.32183,BRA.32183,BRA,-72.75,-8.25,13365
GLO.32184,BRA.32184,BRA,-72.75,-7.75,13366
GLO.32185,BRA.32185,BRA,-72.75,-7.25,13367
GLO.32186,BRA.32186,BRA,-72.75,-6.75,13368
GLO.32187,BRA.32187,BRA,-72.75,-6.25,13369
GLO.32188,BRA.32188,BRA,-72.75,-5.75,13370
GLO.32189,BRA.32189,BRA,-72.75,-5.25,13371
GLO.32190,PER.32190,PER,-72.75,-4.75,13372
GLO.32191,PER.32191,PER,-72.75,-4.25,13373
GLO.32192,PER.32192,PER,-72.75,-3.75,13374
GLO.32193,PER.32193,PER,-72.75,-3.25,13375
GLO.32194,PER.32194,PER,-72.75,-2.75,13376
GLO.32195,COL.32195,COL,-72.75,-2.25,13377
GLO.32196,COL.32196,COL,-72.75,-1.75,13378
GLO.32197,COL.32197,COL,-72.75,-1.25,13379
GLO.32198,COL.32198,COL,-72.75,-0.75,13380
GLO.32199,COL.32199,COL,-72.75,-0.25,13381
GLO.32200,COL.32200,COL,-72.75,0.25,13382
GLO.32201,COL.32201,COL,-72.75,0.75,13383
GLO.32202,COL.32202,COL,-72.75,1.25,13384
GLO.32203,COL.32203,COL,-72.75,1.75,13385
GLO.32204,COL.32204,COL,-72.75,2.25,13386
GLO.32205,COL.32205,COL,-72.75,2.75,13387
GLO.32206,COL.32206,COL,-72.75,3.25,13388
GLO.32207,COL.32207,COL,-72.75,3.75,13389
GLO.32208,COL.32208,COL,-72.75,4.25,13390
GLO.32209,COL.32209,COL,-72.75,4.75,13391
GLO.32210,COL.32210,COL,-72.75,5.25,13392
GLO.32211,COL.32211,COL,-72.75,5.75,13393
GLO.32212,COL.32212,COL,-72.75,6.25,13394
GLO.32213,COL.32213,COL,-72.75,6.75,13395
GLO.32214,COL.32214,COL,-72.75,7.25,13396
GLO.32215,COL.32215,COL,-72.75,7.75,13397
GLO.32216,COL.32216,COL,-72.75,8.25,13398
GLO.32217,COL.32217,COL,-72.75,8.75,13399
GLO.32218,VEN.32218,VEN,-72.75,9.25,13400
GLO.32219,VEN.32219,VEN,-72.75,9.75,13401
GLO.32220,VEN.32220,VEN,-72.75,10.25,13402
GLO.32221,COL.32221,COL,-72.75,10.75,13403
GLO.32222,COL.32222,COL,-72.75,11.25,13404
GLO.32223,HTI.32223,HTI,-72.75,18.25,13406
GLO.32224,HTI.32224,HTI,-72.75,19.25,13408
GLO.32225,HTI.32225,HTI,-72.75,19.75,13409
GLO.32226,CHL.32226,CHL,-72.25,-54.25,13481
GLO.32227,CHL.32227,CHL,-72.25,-53.75,13482
GLO.32228,CHL.32228,CHL,-72.25,-53.25,13483
GLO.32229,CHL.32229,CHL,-72.25,-52.75,13484
GLO.32230,CHL.32230,CHL,-72.25,-52.25,13485
GLO.32231,CHL.32231,CHL,-72.25,-51.75,13486
GLO.32232,ARG.32232,ARG,-72.25,-51.25,13487
GLO.32233,ARG.32233,ARG,-72.25,-50.75,13488
GLO.32234,ARG.32234,ARG,-72.25,-50.25,13489
GLO.32235,ARG.32235,ARG,-72.25,-49.75,13490
GLO.32236,ARG.32236,ARG,-72.25,-49.25,13491
GLO.32237,ARG.32237,ARG,-72.25,-48.75,13492
GLO.32238,ARG.32238,ARG,-72.25,-48.25,13493
GLO.32239,ARG.32239,ARG,-72.25,-47.75,13494
GLO.32240,CHL.32240,CHL,-72.25,-47.25,13495
GLO.32241,CHL.32241,CHL,-72.25,-46.75,13496
GLO.32242,CHL.32242,CHL,-72.25,-46.25,13497
GLO.32243,CHL.32243,CHL,-72.25,-45.75,13498
GLO.32244,CHL.32244,CHL,-72.25,-45.25,13499
GLO.32245,CHL.32245,CHL,-72.25,-44.75,13500
GLO.32246,CHL.32246,CHL,-72.25,-44.25,13501
GLO.32247,CHL.32247,CHL,-72.25,-43.75,13502
GLO.32248,CHL.32248,CHL,-72.25,-43.25,13503
GLO.32249,CHL.32249,CHL,-72.25,-42.75,13504
GLO.32250,CHL.32250,CHL,-72.25,-42.25,13505
GLO.32251,CHL.32251,CHL,-72.25,-41.75,13506
GLO.32252,CHL.32252,CHL,-72.25,-41.25,13507
GLO.32253,CHL.32253,CHL,-72.25,-40.75,13508
GLO.32254,CHL.32254,CHL,-72.25,-40.25,13509
GLO.32255,CHL.32255,CHL,-72.25,-39.75,13510
GLO.32256,CHL.32256,CHL,-72.25,-39.25,13511
GLO.32257,CHL.32257,CHL,-72.25,-38.75,13512
GLO.32258,CHL.32258,CHL,-72.25,-38.25,13513
GLO.32259,CHL.32259,CHL,-72.25,-37.75,13514
GLO.32260,CHL.32260,CHL,-72.25,-37.25,13515
GLO.32261,CHL.32261,CHL,-72.25,-36.75,13516
GLO.32262,CHL.32262,CHL,-72.25,-36.25,13517
GLO.32263,CHL.32263,CHL,-72.25,-35.75,13518
GLO.32264,CHL.32264,CHL,-72.25,-35.25,13519
GLO.32265,PER.32265,PER,-72.25,-16.75,13521
GLO.32266,PER.32266,PER,-72.25,-16.25,13522
GLO.32267,PER.32267,PER,-72.25,-15.75,13523
GLO.32268,PER.32268,PER,-72.25,-15.25,13524
GLO.32269,PER.32269,PER,-72.25,-14.75,13525
GLO.32270,PER.32270,PER,-72.25,-14.25,13526
GLO.32271,PER.32271,PER,-72.25,-13.75,13527
GLO.32272,PER.32272,PER,-72.25,-13.25,13528
GLO.32273,PER.32273,PER,-72.25,-12.75,13529
GLO.32274,PER.32274,PER,-72.25,-12.25,13530
GLO.32275,PER.32275,PER,-72.25,-11.75,13531
GLO.32276,PER.32276,PER,-72.25,-11.25,13532
GLO.32277,PER.32277,PER,-72.25,-10.75,13533
GLO.32278,PER.32278,PER,-72.25,-10.25,13534
GLO.32279,PER.32279,PER,-72.25,-9.75,13535
GLO.32280,BRA.32280,BRA,-72.25,-9.25,13536
GLO.32281,BRA.32281,BRA,-72.25,-8.75,13537
GLO.32282,BRA.32282,BRA,-72.25,-8.25,13538
GLO.32283,BRA.32283,BRA,-72.25,-7.75,13539
GLO.32284,BRA.32284,BRA,-72.25,-7.25,13540
GLO.32285,BRA.32285,BRA,-72.25,-6.75,13541
GLO.32286,BRA.32286,BRA,-72.25,-6.25,13542
GLO.32287,BRA.32287,BRA,-72.25,-5.75,13543
GLO.32288,BRA.32288,BRA,-72.25,-5.25,13544
GLO.32289,PER.32289,PER,-72.25,-4.75,13545
GLO.32290,PER.32290,PER,-72.25,-4.25,13546
GLO.32291,PER.32291,PER,-72.25,-3.75,13547
GLO.32292,PER.32292,PER,-72.25,-3.25,13548
GLO.32293,PER.32293,PER,-72.25,-2.75,13549
GLO.32294,COL.32294,COL,-72.25,-2.25,13550
GLO.32295,COL.32295,COL,-72.25,-1.75,13551
GLO.32296,COL.32296,COL,-72.25,-1.25,13552
GLO.32297,COL.32297,COL,-72.25,-0.75,13553
GLO.32298,COL.32298,COL,-72.25,-0.25,13554
GLO.32299,COL.32299,COL,-72.25,0.25,13555
GLO.32300,COL.32300,COL,-72.25,0.75,13556
GLO.32301,COL.32301,COL,-72.25,1.25,13557
GLO.32302,COL.32302,COL,-72.25,1.75,13558
GLO.32303,COL.32303,COL,-72.25,2.25,13559
GLO.32304,COL.32304,COL,-72.25,2.75,13560
GLO.32305,COL.32305,COL,-72.25,3.25,13561
GLO.32306,COL.32306,COL,-72.25,3.75,13562
GLO.32307,COL.32307,COL,-72.25,4.25,13563
GLO.32308,COL.32308,COL,-72.25,4.75,13564
GLO.32309,COL.32309,COL,-72.25,5.25,13565
GLO.32310,COL.32310,COL,-72.25,5.75,13566
GLO.32311,COL.32311,COL,-72.25,6.25,13567
GLO.32312,COL.32312,COL,-72.25,6.75,13568
GLO.32313,COL.32313,COL,-72.25,7.25,13569
GLO.32314,VEN.32314,VEN,-72.25,7.75,13570
GLO.32315,VEN.32315,VEN,-72.25,8.25,13571
GLO.32316,VEN.32316,VEN,-72.25,8.75,13572
GLO.32317,VEN.32317,VEN,-72.25,9.25,13573
GLO.32318,VEN.32318,VEN,-72.25,9.75,13574
GLO.32319,VEN.32319,VEN,-72.25,10.25,13575
GLO.32320,VEN.32320,VEN,-72.25,10.75,13576
GLO.32321,COL.32321,COL,-72.25,11.25,13577
GLO.32322,COL.32322,COL,-72.25,11.75,13578
GLO.32323,HTI.32323,HTI,-72.25,18.25,13580
GLO.32324,HTI.32324,HTI,-72.25,18.75,13581
GLO.32325,HTI.32325,HTI,-72.25,19.25,13582
GLO.32326,HTI.32326,HTI,-72.25,19.75,13583
GLO.32327,CHL.32327,CHL,-71.75,-54.25,13658
GLO.32328,CHL.32328,CHL,-71.75,-53.75,13659
GLO.32329,CHL.32329,CHL,-71.75,-53.25,13660
GLO.32330,CHL.32330,CHL,-71.75,-52.75,13661
GLO.32331,CHL.32331,CHL,-71.75,-52.25,13662
GLO.32332,ARG.32332,ARG,-71.75,-51.75,13663
GLO.32333,ARG.32333,ARG,-71.75,-51.25,13664
GLO.32334,ARG.32334,ARG,-71.75,-50.75,13665
GLO.32335,ARG.32335,ARG,-71.75,-50.25,13666
GLO.32336,ARG.32336,ARG,-71.75,-49.75,13667
GLO.32337,ARG.32337,ARG,-71.75,-49.25,13668
GLO.32338,ARG.32338,ARG,-71.75,-48.75,13669
GLO.32339,ARG.32339,ARG,-71.75,-48.25,13670
GLO.32340,ARG.32340,ARG,-71.75,-47.75,13671
GLO.32341,ARG.32341,ARG,-71.75,-47.25,13672
GLO.32342,ARG.32342,ARG,-71.75,-46.75,13673
GLO.32343,CHL.32343,CHL,-71.75,-46.25,13674
GLO.32344,CHL.32344,CHL,-71.75,-45.75,13675
GLO.32345,CHL.32345,CHL,-71.75,-45.25,13676
GLO.32346,CHL.32346,CHL,-71.75,-44.75,13677
GLO.32347,CHL.32347,CHL,-71.75,-44.25,13678
GLO.32348,CHL.32348,CHL,-71.75,-43.75,13679
GLO.32349,ARG.32349,ARG,-71.75,-43.25,13680
GLO.32350,ARG.32350,ARG,-71.75,-42.75,13681
GLO.32351,ARG.32351,ARG,-71.75,-42.25,13682
GLO.32352,ARG.32352,ARG,-71.75,-41.75,13683
GLO.32353,ARG.32353,ARG,-71.75,-41.25,13684
GLO.32354,ARG.32354,ARG,-71.75,-40.75,13685
GLO.32355,CHL.32355,CHL,-71.75,-40.25,13686
GLO.32356,CHL.32356,CHL,-71.75,-39.75,13687
GLO.32357,CHL.32357,CHL,-71.75,-39.25,13688
GLO.32358,CHL.32358,CHL,-71.75,-38.75,13689
GLO.32359,CHL.32359,CHL,-71.75,-38.25,13690
GLO.32360,CHL.32360,CHL,-71.75,-37.75,13691
GLO.32361,CHL.32361,CHL,-71.75,-37.25,13692
GLO.32362,CHL.32362,CHL,-71.75,-36.75,13693
GLO.32363,CHL.32363,CHL,-71.75,-36.25,13694
GLO.32364,CHL.32364,CHL,-71.75,-35.75,13695
GLO.32365,CHL.32365,CHL,-71.75,-35.25,13696
GLO.32366,CHL.32366,CHL,-71.75,-34.75,13697
GLO.32367,CHL.32367,CHL,-71.75,-34.25,13698
GLO.32368,CHL.32368,CHL,-71.75,-33.75,13699
GLO.32369,CHL.32369,CHL,-71.75,-30.75,13704
GLO.32370,PER.32370,PER,-71.75,-16.75,13707
GLO.32371,PER.32371,PER,-71.75,-16.25,13708
GLO.32372,PER.32372,PER,-71.75,-15.75,13709
GLO.32373,PER.32373,PER,-71.75,-15.25,13710
GLO.32374,PER.32374,PER,-71.75,-14.75,13711
GLO.32375,PER.32375,PER,-71.75,-14.25,13712
GLO.32376,PER.32376,PER,-71.75,-13.75,13713
GLO.32377,PER.32377,PER,-71.75,-13.25,13714
GLO.32378,PER.32378,PER,-71.75,-12.75,13715
GLO.32379,PER.32379,PER,-71.75,-12.25,13716
GLO.32380,PER.32380,PER,-71.75,-11.75,13717
GLO.32381,PER.32381,PER,-71.75,-11.25,13718
GLO.32382,PER.32382,PER,-71.75,-10.75,13719
GLO.32383,PER.32383,PER,-71.75,-10.25,13720
GLO.32384,BRA.32384,BRA,-71.75,-9.75,13721
GLO.32385,BRA.32385,BRA,-71.75,-9.25,13722
GLO.32386,BRA.32386,BRA,-71.75,-8.75,13723
GLO.32387,BRA.32387,BRA,-71.75,-8.25,13724
GLO.32388,BRA.32388,BRA,-71.75,-7.75,13725
GLO.32389,BRA.32389,BRA,-71.75,-7.25,13726
GLO.32390,BRA.32390,BRA,-71.75,-6.75,13727
GLO.32391,BRA.32391,BRA,-71.75,-6.25,13728
GLO.32392,BRA.32392,BRA,-71.75,-5.75,13729
GLO.32393,BRA.32393,BRA,-71.75,-5.25,13730
GLO.32394,BRA.32394,BRA,-71.75,-4.75,13731
GLO.32395,PER.32395,PER,-71.75,-4.25,13732
GLO.32396,PER.32396,PER,-71.75,-3.75,13733
GLO.32397,PER.32397,PER,-71.75,-3.25,13734
GLO.32398,PER.32398,PER,-71.75,-2.75,13735
GLO.32399,PER.32399,PER,-71.75,-2.25,13736
GLO.32400,COL.32400,COL,-71.75,-1.75,13737
GLO.32401,COL.32401,COL,-71.75,-1.25,13738
GLO.32402,COL.32402,COL,-71.75,-0.75,13739
GLO.32403,COL.32403,COL,-71.75,-0.25,13740
GLO.32404,COL.32404,COL,-71.75,0.25,13741
GLO.32405,COL.32405,COL,-71.75,0.75,13742
GLO.32406,COL.32406,COL,-71.75,1.25,13743
GLO.32407,COL.32407,COL,-71.75,1.75,13744
GLO.32408,COL.32408,COL,-71.75,2.25,13745
GLO.32409,COL.32409,COL,-71.75,2.75,13746
GLO.32410,COL.32410,COL,-71.75,3.25,13747
GLO.32411,COL.32411,COL,-71.75,3.75,13748
GLO.32412,COL.32412,COL,-71.75,4.25,13749
GLO.32413,COL.32413,COL,-71.75,4.75,13750
GLO.32414,COL.32414,COL,-71.75,5.25,13751
GLO.32415,COL.32415,COL,-71.75,5.75,13752
GLO.32416,COL.32416,COL,-71.75,6.25,13753
GLO.32417,COL.32417,COL,-71.75,6.75,13754
GLO.32418,VEN.32418,VEN,-71.75,7.25,13755
GLO.32419,VEN.32419,VEN,-71.75,7.75,13756
GLO.32420,VEN.32420,VEN,-71.75,8.25,13757
GLO.32421,VEN.32421,VEN,-71.75,8.75,13758
GLO.32422,VEN.32422,VEN,-71.75,10.25,13760
GLO.32423,VEN.32423,VEN,-71.75,10.75,13761
GLO.32424,COL.32424,COL,-71.75,11.75,13763
GLO.32425,COL.32425,COL,-71.75,12.25,13764
GLO.32426,DOM.32426,DOM,-71.75,18.25,13767
GLO.32427,DOM.32427,DOM,-71.75,18.75,13768
GLO.32428,HTI.32428,HTI,-71.75,19.25,13769
GLO.32429,DOM.32429,DOM,-71.75,19.75,13770
GLO.32430,CHL.32430,CHL,-71.25,-54.75,13843
GLO.32431,CHL.32431,CHL,-71.25,-54.25,13844
GLO.32432,CHL.32432,CHL,-71.25,-53.75,13845
GLO.32433,CHL.32433,CHL,-71.25,-53.25,13846
GLO.32434,CHL.32434,CHL,-71.25,-52.75,13847
GLO.32435,CHL.32435,CHL,-71.25,-52.25,13848
GLO.32436,ARG.32436,ARG,-71.25,-51.75,13849
GLO.32437,ARG.32437,ARG,-71.25,-51.25,13850
GLO.32438,ARG.32438,ARG,-71.25,-50.75,13851
GLO.32439,ARG.32439,ARG,-71.25,-50.25,13852
GLO.32440,ARG.32440,ARG,-71.25,-49.75,13853
GLO.32441,ARG.32441,ARG,-71.25,-49.25,13854
GLO.32442,ARG.32442,ARG,-71.25,-48.75,13855
GLO.32443,ARG.32443,ARG,-71.25,-48.25,13856
GLO.32444,ARG.32444,ARG,-71.25,-47.75,13857
GLO.32445,ARG.32445,ARG,-71.25,-47.25,13858
GLO.32446,ARG.32446,ARG,-71.25,-46.75,13859
GLO.32447,ARG.32447,ARG,-71.25,-46.25,13860
GLO.32448,ARG.32448,ARG,-71.25,-45.75,13861
GLO.32449,ARG.32449,ARG,-71.25,-45.25,13862
GLO.32450,ARG.32450,ARG,-71.25,-44.75,13863
GLO.32451,ARG.32451,ARG,-71.25,-44.25,13864
GLO.32452,ARG.32452,ARG,-71.25,-43.75,13865
GLO.32453,ARG.32453,ARG,-71.25,-43.25,13866
GLO.32454,ARG.32454,ARG,-71.25,-42.75,13867
GLO.32455,ARG.32455,ARG,-71.25,-42.25,13868
GLO.32456,ARG.32456,ARG,-71.25,-41.75,13869
GLO.32457,ARG.32457,ARG,-71.25,-41.25,13870
GLO.32458,ARG.32458,ARG,-71.25,-40.75,13871
GLO.32459,ARG.32459,ARG,-71.25,-40.25,13872
GLO.32460,ARG.32460,ARG,-71.25,-39.75,13873
GLO.32461,ARG.32461,ARG,-71.25,-39.25,13874
GLO.32462,CHL.32462,CHL,-71.25,-38.75,13875
GLO.32463,CHL.32463,CHL,-71.25,-38.25,13876
GLO.32464,CHL.32464,CHL,-71.25,-37.75,13877
GLO.32465,CHL.32465,CHL,-71.25,-37.25,13878
GLO.32466,CHL.32466,CHL,-71.25,-36.75,13879
GLO.32467,CHL.32467,CHL,-71.25,-36.25,13880
GLO.32468,CHL.32468,CHL,-71.25,-35.75,13881
GLO.32469,CHL.32469,CHL,-71.25,-35.25,13882
GLO.32470,CHL.32470,CHL,-71.25,-34.75,13883
GLO.32471,CHL.32471,CHL,-71.25,-34.25,13884
GLO.32472,CHL.32472,CHL,-71.25,-33.75,13885
GLO.32473,CHL.32473,CHL,-71.25,-33.25,13886
GLO.32474,CHL.32474,CHL,-71.25,-32.75,13887
GLO.32475,CHL.32475,CHL,-71.25,-32.25,13888
GLO.32476,CHL.32476,CHL,-71.25,-31.75,13889
GLO.32477,CHL.32477,CHL,-71.25,-31.25,13890
GLO.32478,CHL.32478,CHL,-71.25,-30.75,13891
GLO.32479,CHL.32479,CHL,-71.25,-30.25,13892
GLO.32480,CHL.32480,CHL,-71.25,-29.75,13893
GLO.32481,CHL.32481,CHL,-71.25,-29.25,13894
GLO.32482,CHL.32482,CHL,-71.25,-28.75,13895
GLO.32483,CHL.32483,CHL,-71.25,-28.25,13896
GLO.32484,PER.32484,PER,-71.25,-17.75,13898
GLO.32485,PER.32485,PER,-71.25,-17.25,13899
GLO.32486,PER.32486,PER,-71.25,-16.75,13900
GLO.32487,PER.32487,PER,-71.25,-16.25,13901
GLO.32488,PER.32488,PER,-71.25,-15.75,13902
GLO.32489,PER.32489,PER,-71.25,-15.25,13903
GLO.32490,PER.32490,PER,-71.25,-14.75,13904
GLO.32491,PER.32491,PER,-71.25,-14.25,13905
GLO.32492,PER.32492,PER,-71.25,-13.75,13906
GLO.32493,PER.32493,PER,-71.25,-13.25,13907
GLO.32494,PER.32494,PER,-71.25,-12.75,13908
GLO.32495,PER.32495,PER,-71.25,-12.25,13909
GLO.32496,PER.32496,PER,-71.25,-11.75,13910
GLO.32497,PER.32497,PER,-71.25,-11.25,13911
GLO.32498,PER.32498,PER,-71.25,-10.75,13912
GLO.32499,PER.32499,PER,-71.25,-10.25,13913
GLO.32500,BRA.32500,BRA,-71.25,-9.75,13914
GLO.32501,BRA.32501,BRA,-71.25,-9.25,13915
GLO.32502,BRA.32502,BRA,-71.25,-8.75,13916
GLO.32503,BRA.32503,BRA,-71.25,-8.25,13917
GLO.32504,BRA.32504,BRA,-71.25,-7.75,13918
GLO.32505,BRA.32505,BRA,-71.25,-7.25,13919
GLO.32506,BRA.32506,BRA,-71.25,-6.75,13920
GLO.32507,BRA.32507,BRA,-71.25,-6.25,13921
GLO.32508,BRA.32508,BRA,-71.25,-5.75,13922
GLO.32509,BRA.32509,BRA,-71.25,-5.25,13923
GLO.32510,BRA.32510,BRA,-71.25,-4.75,13924
GLO.32511,PER.32511,PER,-71.25,-4.25,13925
GLO.32512,PER.32512,PER,-71.25,-3.75,13926
GLO.32513,PER.32513,PER,-71.25,-3.25,13927
GLO.32514,PER.32514,PER,-71.25,-2.75,13928
GLO.32515,COL.32515,COL,-71.25,-2.25,13929
GLO.32516,COL.32516,COL,-71.25,-1.75,13930
GLO.32517,COL.32517,COL,-71.25,-1.25,13931
GLO.32518,COL.32518,COL,-71.25,-0.75,13932
GLO.32519,COL.32519,COL,-71.25,-0.25,13933
GLO.32520,COL.32520,COL,-71.25,0.25,13934
GLO.32521,COL.32521,COL,-71.25,0.75,13935
GLO.32522,COL.32522,COL,-71.25,1.25,13936
GLO.32523,COL.32523,COL,-71.25,1.75,13937
GLO.32524,COL.32524,COL,-71.25,2.25,13938
GLO.32525,COL.32525,COL,-71.25,2.75,13939
GLO.32526,COL.32526,COL,-71.25,3.25,13940
GLO.32527,COL.32527,COL,-71.25,3.75,13941
GLO.32528,COL.32528,COL,-71.25,4.25,13942
GLO.32529,COL.32529,COL,-71.25,4.75,13943
GLO.32530,COL.32530,COL,-71.25,5.25,13944
GLO.32531,COL.32531,COL,-71.25,5.75,13945
GLO.32532,COL.32532,COL,-71.25,6.25,13946
GLO.32533,COL.32533,COL,-71.25,6.75,13947
GLO.32534,VEN.32534,VEN,-71.25,7.25,13948
GLO.32535,VEN.32535,VEN,-71.25,7.75,13949
GLO.32536,VEN.32536,VEN,-71.25,8.25,13950
GLO.32537,VEN.32537,VEN,-71.25,8.75,13951
GLO.32538,VEN.32538,VEN,-71.25,9.25,13952
GLO.32539,VEN.32539,VEN,-71.25,10.25,13954
GLO.32540,VEN.32540,VEN,-71.25,10.75,13955
GLO.32541,COL.32541,COL,-71.25,12.25,13958
GLO.32542,DOM.32542,DOM,-71.25,18.25,13960
GLO.32543,DOM.32543,DOM,-71.25,18.75,13961
GLO.32544,DOM.32544,DOM,-71.25,19.25,13962
GLO.32545,DOM.32545,DOM,-71.25,19.75,13963
GLO.32546,CHL.32546,CHL,-70.75,-54.75,14036
GLO.32547,CHL.32547,CHL,-70.75,-54.25,14037
GLO.32548,CHL.32548,CHL,-70.75,-53.75,14038
GLO.32549,CHL.32549,CHL,-70.75,-52.75,14040
GLO.32550,CHL.32550,CHL,-70.75,-52.25,14041
GLO.32551,ARG.32551,ARG,-70.75,-51.75,14042
GLO.32552,ARG.32552,ARG,-70.75,-51.25,14043
GLO.32553,ARG.32553,ARG,-70.75,-50.75,14044
GLO.32554,ARG.32554,ARG,-70.75,-50.25,14045
GLO.32555,ARG.32555,ARG,-70.75,-49.75,14046
GLO.32556,ARG.32556,ARG,-70.75,-49.25,14047
GLO.32557,ARG.32557,ARG,-70.75,-48.75,14048
GLO.32558,ARG.32558,ARG,-70.75,-48.25,14049
GLO.32559,ARG.32559,ARG,-70.75,-47.75,14050
GLO.32560,ARG.32560,ARG,-70.75,-47.25,14051
GLO.32561,ARG.32561,ARG,-70.75,-46.75,14052
GLO.32562,ARG.32562,ARG,-70.75,-46.25,14053
GLO.32563,ARG.32563,ARG,-70.75,-45.75,14054
GLO.32564,ARG.32564,ARG,-70.75,-45.25,14055
GLO.32565,ARG.32565,ARG,-70.75,-44.75,14056
GLO.32566,ARG.32566,ARG,-70.75,-44.25,14057
GLO.32567,ARG.32567,ARG,-70.75,-43.75,14058
GLO.32568,ARG.32568,ARG,-70.75,-43.25,14059
GLO.32569,ARG.32569,ARG,-70.75,-42.75,14060
GLO.32570,ARG.32570,ARG,-70.75,-42.25,14061
GLO.32571,ARG.32571,ARG,-70.75,-41.75,14062
GLO.32572,ARG.32572,ARG,-70.75,-41.25,14063
GLO.32573,ARG.32573,ARG,-70.75,-40.75,14064
GLO.32574,ARG.32574,ARG,-70.75,-40.25,14065
GLO.32575,ARG.32575,ARG,-70.75,-39.75,14066
GLO.32576,ARG.32576,ARG,-70.75,-39.25,14067
GLO.32577,ARG.32577,ARG,-70.75,-38.75,14068
GLO.32578,ARG.32578,ARG,-70.75,-38.25,14069
GLO.32579,ARG.32579,ARG,-70.75,-37.75,14070
GLO.32580,ARG.32580,ARG,-70.75,-37.25,14071
GLO.32581,ARG.32581,ARG,-70.75,-36.75,14072
GLO.32582,CHL.32582,CHL,-70.75,-36.25,14073
GLO.32583,CHL.32583,CHL,-70.75,-35.75,14074
GLO.32584,CHL.32584,CHL,-70.75,-35.25,14075
GLO.32585,CHL.32585,CHL,-70.75,-34.75,14076
GLO.32586,CHL.32586,CHL,-70.75,-34.25,14077
GLO.32587,CHL.32587,CHL,-70.75,-33.75,14078
GLO.32588,CHL.32588,CHL,-70.75,-33.25,14079
GLO.32589,CHL.32589,CHL,-70.75,-32.75,14080
GLO.32590,CHL.32590,CHL,-70.75,-32.25,14081
GLO.32591,CHL.32591,CHL,-70.75,-31.75,14082
GLO.32592,CHL.32592,CHL,-70.75,-31.25,14083
GLO.32593,CHL.32593,CHL,-70.75,-30.75,14084
GLO.32594,CHL.32594,CHL,-70.75,-30.25,14085
GLO.32595,CHL.32595,CHL,-70.75,-29.75,14086
GLO.32596,CHL.32596,CHL,-70.75,-29.25,14087
GLO.32597,CHL.32597,CHL,-70.75,-28.75,14088
GLO.32598,CHL.32598,CHL,-70.75,-28.25,14089
GLO.32599,CHL.32599,CHL,-70.75,-27.75,14090
GLO.32600,CHL.32600,CHL,-70.75,-27.25,14091
GLO.32601,CHL.32601,CHL,-70.75,-26.75,14092
GLO.32602,CHL.32602,CHL,-70.75,-25.75,14094
GLO.32603,PER.32603,PER,-70.75,-17.75,14099
GLO.32604,PER.32604,PER,-70.75,-17.25,14100
